60, 40,4.8241381645
61, 41,3.6034481525
61, 42,4.1413793563
61, 43,5.3275861740
61, 44,4.2517242431
61, 45,4.3137931823
61, 46,5.1827583312
61, 47,6.3586206436
61, 48,4.2896552085
61, 49,6.8206892013
61, 50,6.6827583312
61, 51,8.2724132537
61, 52,8.1724128723
61, 53,8.2413797378
61, 54,8.3103446960
61, 55,18.0413780212
61, 56,18.3517246246
61, 57,18.2275848388
61, 58,12.2758617401
61, 59,12.3000001907
61, 60,18.4655189514
61, 61,18.5137939453
61, 62,12.1793098449
61, 63,12.4172410964
61, 64,18.7689647674
61, 65,18.9965515136
61, 66,19.0275859832
61, 67,15.3034486770
61, 68,19.1758613586
61, 69,19.3103446960
61, 70,19.6103439331
61, 71,19.4551715850
61, 72,19.4724140167
61, 73,19.5448265075
61, 74,19.7551727294
61, 75,20.1137924194
61, 76,20.5517234802
61, 77,20.3689651489
61, 78,21.0655174255
61, 79,21.1793098449
61, 80,21.1965522766
61, 81,22.0482749938
61, 82,22.1482772827
61, 83,203.0689544677
61, 84,219.8931121826
61, 85,78.0310363769
61, 86,43.9896545410
61, 87,106.1896514892
61, 88,103.5931015014
61, 89,65.7241363525
61, 90,65.4827499389
61, 91,66.0241317749
61, 92,107.7379379272
61, 93,112.7655258178
61, 94,66.6724166870
61, 95,93.7206878662
61, 96,150.6241302490
61, 97,175.8241271972
61, 98,219.8999938964
61, 99,185.5551757812
61, 100,158.3586120605
62, 99,219.7792968750
62, 98,176.2931060791
62, 97,219.8965301513
62, 96,186.5241394042
62, 95,159.6275939941
62, 94,159.8034515380
62, 93,94.3620681762
62, 92,145.4241333007
62, 91,66.6379318237
62, 90,66.5448303222
62, 89,113.1517181396
62, 88,66.1275863647
62, 87,65.5517196655
62, 86,65.3793106079
62, 85,65.9275817871
62, 84,66.1551742553
62, 83,161.7310333251
62, 82,125.9241333007
62, 81,71.8241348266
62, 80,62.7413825988
62, 79,21.7793102264
62, 78,78.3758621215
62, 77,21.3275852203
62, 76,21.2689666748
62, 75,21.0379314422
62, 74,21.1655178070
62, 73,21.0172424316
62, 72,20.8310356140
62, 71,20.1551723480
62, 70,16.4344825744
62, 69,19.8482761383
62, 68,19.8931026458
62, 67,19.5310363769
62, 66,19.4344825744
62, 65,19.4034481048
62, 64,19.2931022644
62, 63,18.9689655303
62, 62,18.8172416687
62, 61,18.8655166625
