309,2,-6.7725000381,119.0547027587
358,3,-9.0649995803,122.0054855346
407,4,-7.2449998855,122.0054855346
457,5,-9.2049999237,122.0054855346
506,6,-5.9499998092,119.0547027587
556,7,-6.9825000762,113.9625778198
606,8,-7.0174999237,122.0054855346
655,9,-8.4875001907,116.5651397705
704,10,-6.6500000953,119.0547027587
755,11,-7.3324999809,116.5651397705
805,12,-6.5275001525,119.0547027587
857,13,-10.1324996948,116.5651397705
908,14,-6.7899999618,122.0054855346
958,15,-8.2250003814,110.5561447143
1008,16,-6.0025000572,116.5651397705
1060,17,-12.7925004959,119.0547027587
1113,18,-12.3900003433,116.5651397705
1166,19,-12.3374996185,96.1702575683
1217,20,-61.0750007629,102.5288925170
1270,21,-7.9974999427,102.5288925170
1321,22,-8.5399999618,108.4350357055
1373,23,-9.6949996948,102.5288925170
1425,24,-13.4575004577,104.0363311767
1477,25,-41.5099983215,104.0363311767
1530,26,-17.8850002288,97.1250915527
1582,27,-15.9600000381,101.3100128173
1634,28,-15.9075002670,90.0000762939
1686,29,-6.5450000762,97.1250915527
1736,30,-7.0000000000,97.1250915527
1786,31,-11.8649997711,102.5288925170
1840,32,-11.3050003051,180.0001525878
1892,33,-16.8525009155,104.0363311767
1944,34,-10.2375001907,97.1250915527
1996,35,-6.3524999618,90.0000762939
2046,36,-13.9650001525,90.0000762939
2098,37,-12.1800003051,90.0000762939
2150,38,-6.3874998092,90.0000762939
2200,39,-8.5749998092,127.8750991821
2251,40,-14.5074996948,90.0000762939
2304,41,-16.7649993896,84.2894821166
2355,42,-37.1875000000,82.8750610351
2407,43,-17.0799999237,75.9638214111
2458,44,-6.9650001525,77.4712600708
2508,45,-14.1575002670,75.9638214111
2561,46,-9.2574996948,123.6901626586
2612,47,-25.2875003814,75.9638214111
2663,48,-30.7474994659,69.4440078735
2715,49,-7.5950002670,71.5651092529
2765,50,-13.7375001907,63.4350013732
2818,51,-17.8850002288,69.4440078735
2869,52,-20.3174991607,63.4350013732
2920,53,-8.5050001144,137.7264251708
2972,54,-13.9300003051,77.4712600708
3023,55,-10.4125003814,86.6336135864
3076,56,-6.9124999046,63.4350013732
3126,57,-9.0124998092,69.4440078735
3176,58,-5.7575001716,71.5651092529
3227,59,-24.3250007629,63.4350013732
3278,60,-33.9150009155,63.4350013732
3330,61,-27.1250000000,63.4350013732
3382,62,-9.4674997329,59.0362968444
3432,63,-6.4400000572,60.9454460144
3482,64,-19.3899993896,60.9454460144
3534,65,-11.1999998092,54.4623680114
3586,66,-11.7775001525,54.4623680114
3638,67,-11.4624996185,53.1301460266
3689,68,-9.5725002288,53.1301460266
3739,69,-8.3649997711,49.3987464904
3790,70,-24.7450008392,45.0000381469
3842,71,-10.1149997711,57.9946632385
3894,72,-18.8299999237,57.9946632385
3945,73,-24.8500003814,48.8141136169
3996,74,-6.2474999427,49.3987464904
4047,75,-12.4949998855,45.0000381469
4099,76,-22.6625003814,45.0000381469
4150,77,-23.5725002288,45.0000381469
4202,78,-12.7224998474,45.0000381469
4253,79,-13.6675004959,48.8141136169
4304,80,-5.6875000000,45.0000381469
4356,81,-16.2924995422,48.8141136169
4407,82,-8.4700002670,41.1859588623
4457,83,-11.4449996948,41.1859588623
4509,84,-14.7525005340,41.1859588623
4560,85,-6.3874998092,90.0000762939
4611,86,-5.9499998092,37.8750152587
4662,87,-5.9149999618,41.6335754394
4712,88,-21.1749992370,33.6900939941
4764,89,-12.5124998092,56.3099784851
4815,90,-7.6125001907,36.8699264526
4866,91,-9.9575004577,36.8699264526
4917,92,-23.8525009155,36.8699264526
4968,93,-20.5625000000,36.8699264526
5019,94,-9.1525001525,32.0054092407
5070,95,-15.3474998474,32.0054092407
5122,96,-25.5149993896,33.6900939941
5174,97,-12.4425001144,29.0546302795
5225,98,-8.2250003814,11.3099412918
5275,99,-20.7900009155,21.8014259338
5327,100,-4.4099998474,26.5650711059
5379,101,-9.2925004959,21.8014259338
5430,102,-16.2749996185,23.9625091552
5483,103,-10.7274999618,26.5650711059
5535,104,-24.9724998474,23.9625091552
5588,105,-13.0725002288,29.0546302795
5641,106,-29.6800003051,-16.6992568969
5695,107,-6.0900001525,18.4349632263
5746,108,-15.1549997329,19.9831237792
5798,109,-6.4050002098,19.9831237792
5851,110,-26.8975009918,15.2551307678
5903,111,-5.7750000953,19.9831237792
5954,112,-16.3449993133,16.6992568969
6007,113,-10.7449998855,16.6992568969
6060,114,-10.3074998855,19.9831237792
6113,115,-10.2899999618,9.4623298645
6164,116,-14.3850002288,15.2551307678
6216,117,-14.5600004196,10.3048563003
6269,118,-18.1124992370,9.4623298645
6321,119,-25.2525005340,-59.0362968444
6375,120,-8.1024999618,10.3048563003
6426,121,-9.5024995803,10.3048563003
6477,122,-6.0725002288,9.4623298645
6529,123,-9.0649995803,9.4623298645
6579,124,-8.4700002670,4.7636456489
6629,125,-14.2974996566,10.3048563003
6682,126,-8.4875001907,34.9920463562
6733,127,-8.7500000000,5.1944336891
6785,128,-8.2075004577,10.3048563003
6836,129,-7.9625000953,4.7636456489
6886,130,-12.8100004196,2.0454101562
6938,131,-7.7175002098,0.0000000000
6988,132,-15.7150001525,0.0000000000
7040,133,-15.3125000000,0.0000000000
7091,134,-26.4950008392,0.0000000000
7143,135,-8.1374998092,-5.1944336891
7194,136,-10.2375001907,0.0000000000
7245,137,-9.1875000000,0.0000000000
7297,138,-10.2725000381,0.0000000000
7348,139,-9.3450002670,-5.1944336891
7399,140,-11.1824998855,-5.1944336891
7452,141,-5.9499998092,-5.1944336891
7503,142,-9.1175003051,-4.7636456489
7555,143,-5.5124998092,-10.3048563003
7608,144,-12.0225000381,-10.3048563003
7661,145,-7.0875000953,-49.7636833190
7714,146,-6.5100002288,-10.3048563003
7767,147,-6.6325001716,-14.0362548828
7819,148,-17.5174999237,-15.2551307678
7873,149,-16.1175003051,-15.2551307678
7926,150,-8.8550004959,-15.2551307678
7979,151,-7.0349998474,-15.2551307678
8032,152,-13.0200004577,-15.2551307678
8085,153,-10.4825000762,-4.0856199264
8138,154,-22.0149993896,-15.2551307678
8192,155,-6.8949999809,-15.2551307678
8244,156,-9.3275003433,-14.0362548828
8297,157,-11.7425003051,-19.9831237792
8350,158,-17.1499996185,-15.2551307678
8404,159,-9.0649995803,-18.4349632263
8457,160,-10.6750001907,-15.2551307678
8511,161,-15.1549997329,-15.2551307678
8564,162,-15.6975002288,-18.4349632263
8617,163,-7.9625000953,-19.9831237792
8671,164,-14.5775003433,-19.9831237792
8724,165,-9.6599998474,-22.6198825836
8777,166,-8.2600002288,-24.4439754486
8829,167,-17.6749992370,-24.4439754486
8883,168,-14.1750001907,-24.4439754486
8937,169,-15.4350004196,-24.4439754486
8990,170,-9.2749996185,-26.5650711059
9043,171,-7.0174999237,-22.6198825836
9096,172,-5.4949998855,-24.4439754486
9149,173,-11.1475000381,-28.6104850769
9202,174,-7.6300001144,-47.4895935058
9254,175,-11.6549997329,-28.6104850769
9309,174,-6.9124999046,-32.4712181091
